id_compra,cliente,producto,categoria,precio,fecha_compra
41,Geovanny José Mendoza Hernández,Detergente Ariel,Limpieza,7897.85,2025-04-15
42,Blanca Mendoza Méndez,Lavaloza Axion,Limpieza,19676.39,2025-02-25
43,Luz Sánchez,Garbanzo,Granos,19474.21,2025-02-08
44,Fernando Carlos Zambrano,Gaseosa Postobón Manzana,Bebidas,20187.52,2025-05-13
45,Rafael Caicedo,Agua Cristal,Bebidas,5621.59,2025-08-12
46,Gilberto Alberto Jiménez,Arveja Verde,Granos,8724.6,2025-02-16
47,Patricia Garzón,Maíz Pira,Granos,17276.48,2025-05-18
48,Andrés Andrés Contreras Ayala,Arveja Verde,Granos,18793.34,2025-05-04
49,Patricia Córdoba Osorio,Toallas de Cocina Scott,Limpieza,6174.66,2024-11-17
50,Miryam Loaiza Zapata,Atún Van Camps,Alimentos,26457.54,2025-10-11
51,Fernando Edwin Cardona Moreno,Fríjoles Diana,Alimentos,8268.14,2024-12-04
52,Diego Peña,Jugo Hit,Bebidas,2532.83,2025-09-29
53,Angélica Moreno,Coca-Cola,Bebidas,23314.09,2025-09-19
54,Yesid Rojas,Coca-Cola,Bebidas,3124.85,2025-03-15
55,Andrés Daniel Castaño Murcia,Papel Higiénico Familia,Limpieza,4645.92,2025-02-22
56,Juan Peña,Maíz Blanco,Granos,8764.79,2025-09-16
57,José Castro Osorio,Azúcar Manuelita,Alimentos,19211.74,2025-01-24
58,Manuela Susana González,Papel Higiénico Familia,Limpieza,6909.35,2025-10-11
59,Yuliana Torres,Coca-Cola,Bebidas,17495.86,2024-12-19
60,Ignacio Cardozo Méndez,Toallas de Cocina Scott,Limpieza,26308.94,2025-08-04
61,Luis Trujillo,Lavaloza Axion,Limpieza,29607.44,2025-09-01
62,Patricia María Mora Martínez,Harina Pan,Alimentos,29578.88,2025-08-14
63,Mónica Julieth Hernández Romero,Gaseosa Postobón Manzana,Bebidas,26183.57,2025-08-20
64,Julio Germán Ramírez López,Lavaloza Axion,Limpieza,3697.8,2024-11-26
65,Leonardo Mesa,Azúcar Manuelita,Alimentos,7031.86,2025-04-24
66,Fabián Fernando Cifuentes Espinosa,Sal Refisal,Alimentos,14772.52,2025-03-07
67,Andrea Sánchez,Garbanzo,Granos,19910.12,2025-02-16
68,María Mary Gómez,Sal Refisal,Alimentos,13141.83,2025-08-01
69,Ángela Luz Álvarez Chacón,Té Lipton Durazno,Bebidas,29921.78,2025-05-30
70,Luz Bonilla Zapata,Avena,Granos,22755.31,2024-12-16
71,Alberto Salamanca Córdoba,Aceite Premier,Alimentos,5713.1,2025-07-30
72,Eduardo Vargas Morales,Fríjoles Diana,Alimentos,17846.58,2025-06-18
73,Andrés Julio Burbano,Maíz Blanco,Granos,5315.78,2025-08-02
74,Elizabeth Fabiola Acosta Padilla,Agua Brisa con gas,Bebidas,2949.89,2025-04-11
75,Gloria María Ruiz,Lavaloza Axion,Limpieza,6031.75,2024-12-12
76,Jairo Arturo Morales Rentería,Jabón Rey,Limpieza,19489.52,2024-11-26
77,José Juan Arias Hurtado,Atún Van Camps,Alimentos,27875.18,2025-03-03
78,Andrea Sánchez García,Té Lipton Durazno,Bebidas,13914.52,2025-06-05
79,Edwin Alirio Sanabria Quintero,Arveja Verde,Granos,2743.85,2025-10-11
80,Olga García,Jabón Rey,Limpieza,28081.91,2025-04-09
81,Luis Alejandro Pulido,Arveja Verde,Granos,18811.93,2025-01-09
82,José Octavio Barrera Gómez,Jugo Hit,Bebidas,19299.61,2025-02-07
83,Adriana Ramírez,Coca-Cola,Bebidas,24369.93,2025-08-28
84,Diana García Fuentes,Lentejas Ramo,Granos,25528.78,2025-03-11
85,Alexandra Bravo Rojas,Suavitel,Limpieza,9449.61,2024-11-22
86,Jesús Wilmar Rodríguez Bermúdez,Lentejas Ramo,Granos,2648.61,2025-01-11
87,David Tamayo,Fríjoles Diana,Alimentos,26315.37,2025-09-03
88,Yudy González,Arveja Verde,Granos,28043.52,2025-08-31
89,Adolfo Pérez Perdomo,Gaseosa Postobón Manzana,Bebidas,29913.46,2025-06-11
90,Rocío Parada,Lentejas Ramo,Granos,28436.18,2025-07-06
91,María Muñoz,Trigo Integral,Granos,7443.67,2025-09-05
92,Alonso Sanabria,Fríjoles Diana,Alimentos,24428.67,2024-12-10
93,Luisa Patricia Muñoz Morales,Té Lipton Durazno,Bebidas,3898.08,2024-12-12
94,Alexis Luis León,Desinfectante Fabuloso,Limpieza,26069.4,2025-08-30
95,Francisco Fabio Naranjo,Lavaloza Axion,Limpieza,21853.4,2025-06-15
96,Lilia Leidy Corredor,Lavaloza Axion,Limpieza,3351.43,2025-08-09
97,Piedad Cárdenas,Fríjoles Diana,Alimentos,7884.44,2024-11-29
98,Carmen Sandra Ortiz,Suavitel,Limpieza,8613.58,2024-12-07
99,Alberto Murcia,Cloro Clorox,Limpieza,2391.24,2025-04-02
100,Inés Catalina Sánchez,Garbanzo,Granos,15278.15,2025-08-26
101,Cristian Camargo,Agua Brisa con gas,Bebidas,6169.58,2025-07-09
102,Jorge Arbey Espinosa,Té Lipton Durazno,Bebidas,16688.04,2024-11-02
103,Elena Benavides,Trigo Integral,Granos,28011.52,2024-11-18
104,Heidy Bedoya Peña,Toallas de Cocina Scott,Limpieza,5824.62,2025-07-14
105,Judith Marcela Salazar Espinosa,Fríjol Cargamanto,Granos,22720.92,2025-07-07
106,Alberto Pablo Medina,Lentejas La Constancia,Alimentos,4323.61,2025-05-12
107,Heidy Moreno,Agua Brisa con gas,Bebidas,8191.01,2025-09-16
108,Rosa Ruiz Valencia,Jugo de Guayaba del Valle,Bebidas,21246.34,2025-04-13
109,Tatiana Gamboa,Lentejas La Constancia,Alimentos,22941.38,2025-07-15
110,Alix María Ochoa,Trigo Integral,Granos,17600.44,2025-06-10
111,Gilberto Alberto Correa Rubio,Suavitel,Limpieza,29376.61,2025-02-03
112,Valentina Paola Daza,Maíz Blanco,Granos,10271.83,2025-10-09
113,Orlando Juan Pérez Mendoza,Azúcar Manuelita,Alimentos,8701.67,2025-04-13
114,Janneth Luz Sepúlveda,Té Lipton Durazno,Bebidas,10859.34,2025-06-19
115,Enrique Alberto Barreto,Detergente Ariel,Limpieza,4076.75,2025-03-01
116,María Elvia Mejía González,Gaseosa Postobón Manzana,Bebidas,5242.43,2025-01-10
117,Ángela Villa,Lentejas La Constancia,Alimentos,28399.75,2024-11-07
118,Ruby María Bernal Ariza,Arroz Roa,Alimentos,28278.01,2025-04-03
119,Nelson Mantilla Betancur,Arveja Verde,Granos,21796.07,2025-07-14
120,Andrés Contreras,Jugo Hit,Bebidas,8570.39,2025-08-14
121,Rocío Ochoa Daza,Maíz Blanco,Granos,11399.1,2025-01-05
122,Johana Luz González Palacios,Lentejas Ramo,Granos,29147.32,2025-08-26
123,Carlos Germán Guerrero,Jabón Rey,Limpieza,17719.99,2025-03-31
124,Michael Cano Martínez,Garbanzo,Granos,5987.83,2025-01-22
125,Javier López,Arroz Roa,Alimentos,25561.37,2025-08-14
126,Jesús Velasco,Té Lipton Durazno,Bebidas,7492.47,2025-01-28
127,Elena Quintero Rincón,Desinfectante Fabuloso,Limpieza,23789.71,2024-11-06
128,Tulio Carlos Giraldo Vélez,Garbanzo,Granos,4264.84,2025-05-20
129,José Fernando Mosquera Bedoya,Detergente Ariel,Limpieza,18131.76,2024-11-24
130,Carmen Sánchez Córdoba,Jabón Rey,Limpieza,19073.58,2025-09-17
131,Eliecer González,Desinfectante Fabuloso,Limpieza,24181.92,2025-05-10
132,María Moreno,Maíz Blanco,Granos,4483.1,2025-08-14
133,Miguel Molina Bernal,Azúcar Manuelita,Alimentos,21695.45,2025-06-19
134,David Sandoval,Agua Cristal,Bebidas,3914.98,2025-08-09
135,Jorge José Fernández,Arveja Verde,Granos,19759.8,2025-07-27
136,Alberto Ávila,Leche Alquería,Bebidas,4058.12,2025-09-21
137,Blanca Cárdenas Fernández,Fríjol Cargamanto,Granos,8019.55,2025-01-10
138,María Geraldine Uribe García,Avena,Granos,15503.99,2025-07-02
139,Alberto Carlos Correa López,Harina Pan,Alimentos,18311.45,2025-10-15
140,Guillermo Antonio Valencia Toro,Cloro Clorox,Limpieza,27761.73,2025-02-01
141,Marina Catalina Caicedo Quintero,Lentejas Ramo,Granos,12920.59,2025-04-14
142,Camilo Ramos,Lentejas La Constancia,Alimentos,24112.71,2024-11-09
143,Alberto Víctor Serrano,Atún Van Camps,Alimentos,7277.16,2025-08-23
144,Martha López,Garbanzo,Granos,9473.83,2024-12-10
145,Alba Dayana Caicedo Castaño,Arroz Roa,Alimentos,5123.66,2025-04-07
146,Enrique Guevara Salgado,Maíz Blanco,Granos,24542.46,2025-07-27
147,Andrés García Mendoza,Gaseosa Postobón Manzana,Bebidas,5631.33,2025-09-06
148,Alba Martha Montoya Tovar,Lavaloza Axion,Limpieza,3149.65,2025-08-13
149,Rosa Luz López,Cloro Clorox,Limpieza,17745.1,2025-01-30
150,Santiago Cristian Andrade Ramírez,Atún Van Camps,Alimentos,15509.85,2025-04-24
151,Willian Figueroa Rincón,Leche Alquería,Bebidas,16374.8,2025-04-13
152,César Antonio Muñoz,Azúcar Manuelita,Alimentos,2079.93,2025-01-04
153,Hernán Sergio Cáceres Moreno,Leche Alquería,Bebidas,17482.15,2025-07-21
154,Carmen Salazar Daza,Atún Van Camps,Alimentos,2007.42,2025-07-23
155,Luis Alirio Hernández Gutiérrez,Harina Pan,Alimentos,13080.73,2025-09-14
156,Gladis Serrano García,Gaseosa Postobón Manzana,Bebidas,23939.69,2024-11-03
157,Jeison Giraldo Portilla,Agua Cristal,Bebidas,17504.86,2025-01-18
158,Antonio Suárez Rojas,Cloro Clorox,Limpieza,22331.98,2025-06-07
159,Sandra Vargas,Suavitel,Limpieza,26685.69,2025-09-12
160,Rafael Castro,Leche Alquería,Bebidas,3451.18,2025-05-04
161,Luis Flórez Sierra,Desinfectante Fabuloso,Limpieza,14508.8,2025-06-09
162,Alfredo Zuluaga,Sal Refisal,Alimentos,2833.69,2025-05-06
163,Viviana Buitrago Salazar,Maíz Blanco,Granos,12358.38,2025-10-07
164,Ana Fonseca Torres,Harina Pan,Alimentos,9018.22,2025-09-18
165,Eduardo Martínez Velásquez,Fríjoles Diana,Alimentos,13843.8,2025-07-01
166,Alonso Rodríguez Prieto,Jabón Rey,Limpieza,21164.19,2025-03-09
167,María Pérez Vargas,Suavitel,Limpieza,11508.25,2025-06-27
168,Leonel Cristian Peña,Lentejas Ramo,Granos,14146.57,2024-11-26
169,Ruby Luz Franco Díaz,Gaseosa Postobón Manzana,Bebidas,10571.46,2025-03-12
170,Diana Barrios Castillo,Jabón Rey,Limpieza,20375.31,2025-06-17
171,Hugo Hernández González,Garbanzo,Granos,20218.57,2025-07-15
172,Alfredo Fabio Rico,Arroz Roa,Alimentos,7326.74,2025-01-29
173,Humberto Víctor Ruiz Vargas,Toallas de Cocina Scott,Limpieza,20107.04,2025-03-21
174,Yuli Rodríguez,Agua Cristal,Bebidas,27482.67,2025-10-13
175,Antonio Ronal Angulo Suárez,Papel Higiénico Familia,Limpieza,8779.13,2024-12-04
176,Jazmín Vásquez,Harina Pan,Alimentos,9761.78,2024-10-31
177,Leidy Vallejo Fernández,Maíz Blanco,Granos,24468.61,2024-11-25
178,Arnulfo Rafael Valencia Vargas,Coca-Cola,Bebidas,4878.6,2025-08-20
179,Lucía López Gómez,Lentejas La Constancia,Alimentos,16718.84,2025-09-30
180,Betty López,Azúcar Manuelita,Alimentos,27228.92,2025-04-13
181,Leonor Angie Ortega Contreras,Avena,Granos,7149.53,2025-02-24
182,Luis Durán Velásquez,Agua Cristal,Bebidas,25712.99,2025-04-16
183,Anderson Marlon Corredor Pérez,Suavitel,Limpieza,13614.85,2024-11-10
184,Raquel Danna Castro Valencia,Azúcar Manuelita,Alimentos,6648.58,2025-07-28
185,Bibiana García Pérez,Coca-Cola,Bebidas,25250.56,2024-12-30
186,Cristian David Cuéllar Chaparro,Garbanzo,Granos,19017.2,2025-01-23
187,Esperanza María Gómez,Agua Cristal,Bebidas,12897.26,2025-08-24
188,Héctor Alfonso Agudelo,Gaseosa Postobón Manzana,Bebidas,6185.04,2025-09-13
189,Raquel Diana Ardila Salcedo,Lentejas La Constancia,Alimentos,10944.13,2025-04-08
190,Lilia Valentina González Ballesteros,Arroz Roa,Alimentos,20317.34,2025-03-29
191,Robinson Andrés Velásquez,Cloro Clorox,Limpieza,29656.51,2024-12-28
192,Jairo Martínez,Toallas de Cocina Scott,Limpieza,12990.07,2025-08-16
193,Cielo González,Aceite Premier,Alimentos,23809.83,2024-11-02
194,María María Caicedo Navarro,Lentejas Ramo,Granos,2420.82,2025-05-17
195,María María Mora Ávila,Lentejas Ramo,Granos,17134.01,2025-07-20
196,Viviana Martha Murillo Silva,Jabón Rey,Limpieza,16831.34,2025-02-01
197,Alberto David Martínez,Sal Refisal,Alimentos,17662.58,2025-05-28
198,Alfredo Adrián Mora,Té Lipton Durazno,Bebidas,17949.34,2025-04-13
199,Manuel Fabián Estrada,Maíz Blanco,Granos,17942.3,2025-10-03
200,Enrique Sanabria Cifuentes,Té Lipton Durazno,Bebidas,28161.61,2025-02-13
201,Lucía Vargas Herrera,Garbanzo,Granos,27056.55,2024-11-29
202,Kelly Nora Pérez,Leche Alquería,Bebidas,27256.85,2025-04-20
203,Natalia Ordóñez,Jabón Rey,Limpieza,22417.66,2025-03-19
204,José Rojas Vargas,Jabón Rey,Limpieza,6499.38,2025-09-07
205,Xiomara Sánchez Ríos,Sal Refisal,Alimentos,12016.38,2025-08-13
206,Manuel Rincón Serna,Maíz Blanco,Granos,24010.58,2025-10-11
207,Elizabeth Leidy León Torres,Atún Van Camps,Alimentos,24228.42,2025-01-03
208,Zulma Caicedo Salcedo,Lavaloza Axion,Limpieza,10214.8,2025-09-18
209,Arturo Francisco Álvarez Ávila,Garbanzo,Granos,25207.83,2024-12-18
210,Consuelo Rodríguez Agudelo,Lavaloza Axion,Limpieza,11741.11,2025-05-12
211,Javier Felipe Cano,Lentejas La Constancia,Alimentos,7005.05,2025-08-14
212,Milena Ligia Sánchez,Agua Brisa con gas,Bebidas,11774.86,2024-12-17
213,María Blanca Arango,Desinfectante Fabuloso,Limpieza,27155.55,2024-12-19
214,Ana Ávila,Azúcar Manuelita,Alimentos,25570.07,2025-08-15
215,Emilce Fernanda Espitia,Toallas de Cocina Scott,Limpieza,4876.69,2025-10-02
216,Rodolfo Palacios Portilla,Fríjol Cargamanto,Granos,28572.12,2025-03-19
217,Cristian Omar Ruiz Reyes,Agua Cristal,Bebidas,2174.46,2025-06-24
218,Alberto Murcia Parada,Arroz Roa,Alimentos,6925.02,2025-08-13
219,Inés Rengifo Orjuela,Arveja Verde,Granos,23457.36,2025-10-06
220,Dayana Ingrid Vargas Palacios,Arroz Roa,Alimentos,20762.11,2025-04-16
221,César Uribe Jiménez,Arveja Verde,Granos,10482.77,2025-01-31
222,Fernanda Ramírez Caicedo,Harina Pan,Alimentos,25621.36,2025-05-08
223,Vilma Rosa Cáceres,Sal Refisal,Alimentos,6880.11,2025-03-28
224,Nidia Torres Orjuela,Té Lipton Durazno,Bebidas,29713.74,2024-11-13
225,Paola Carrillo,Agua Brisa con gas,Bebidas,27859.4,2025-01-05
226,Olga Martha Parra Orozco,Toallas de Cocina Scott,Limpieza,11412.83,2025-01-18
227,William José Pulido Barrera,Jugo Hit,Bebidas,11898.29,2025-10-06
228,José Rubio,Gaseosa Postobón Manzana,Bebidas,13794.49,2024-11-26
229,Matilde Rincón García,Detergente Ariel,Limpieza,20418.32,2024-11-19
230,Ana Polo Acosta,Arveja Verde,Granos,11654.44,2025-10-03
231,Carolina Irma González Rivera,Garbanzo,Granos,12016.55,2024-11-22
232,Felipe Carlos Ospina Pulido,Garbanzo,Granos,23638.79,2025-04-28
233,Juan Antonio Olaya,Atún Van Camps,Alimentos,27970.31,2025-07-31
234,Domingo Hernández,Toallas de Cocina Scott,Limpieza,29511.15,2025-10-07
235,Eduardo Johan Rincón,Té Lipton Durazno,Bebidas,26420.99,2025-07-04
236,Johanna Fanny Palacios,Maíz Blanco,Granos,27913.14,2025-07-04
237,Mabel Elena Molina Mosquera,Trigo Integral,Granos,5380.96,2025-10-03
238,Jenny Saavedra Orozco,Arroz Roa,Alimentos,13331.88,2025-05-30
239,Alix Rodríguez,Jugo de Guayaba del Valle,Bebidas,14130.53,2024-10-27
240,Alba Deyanira Ramos,Harina Pan,Alimentos,11900.61,2025-09-04
241,Natalia Forero,Fríjol Cargamanto,Granos,9566.19,2025-05-14
242,Antonio Santiago Pacheco Ramírez,Maíz Pira,Granos,20641.84,2025-06-06
243,Lorena Muñoz Ortiz,Lentejas La Constancia,Alimentos,25301.51,2025-01-13
244,Lina Rojas Rodríguez,Azúcar Manuelita,Alimentos,22657.96,2025-08-05
245,Emilio José Bustamante Zapata,Arveja Verde,Granos,2636.81,2025-01-26
246,Enrique Ramírez,Sal Refisal,Alimentos,23585.18,2025-08-19
247,Ricardo Julio Álvarez,Desinfectante Fabuloso,Limpieza,21923.77,2025-03-29
248,Germán Sebastián Suárez Navarro,Azúcar Manuelita,Alimentos,14387.24,2025-02-13
249,Jaime Barbosa,Maíz Blanco,Granos,16701.83,2025-08-15
250,Doris Torres,Aceite Premier,Alimentos,10866.2,2025-08-11
251,María Peña,Leche Alquería,Bebidas,15754.74,2025-01-21
252,Rosa Milena Arteaga González,Coca-Cola,Bebidas,13463.2,2025-09-17
253,Rafael Pacheco Serrano,Agua Brisa con gas,Bebidas,21999.19,2025-08-16
254,Felipe Juan Lozano Muñoz,Maíz Blanco,Granos,24650.81,2025-10-14
255,Carmen Johanna Murcia Sepúlveda,Aceite Premier,Alimentos,16797.99,2025-07-09
256,Mateo Eduardo Morales,Lentejas Ramo,Granos,25922.9,2025-03-28
257,Israel José Hernández Castillo,Lentejas La Constancia,Alimentos,14470.14,2025-08-13
258,Erika Katherin Bustamante,Fríjoles Diana,Alimentos,18132.98,2024-10-27
259,Tulia Mendoza,Papel Higiénico Familia,Limpieza,27407.0,2025-02-16
260,Antonio David Rico Guerra,Desinfectante Fabuloso,Limpieza,5926.59,2025-06-01
261,Adrián Muñoz,Avena,Granos,2373.98,2025-09-13
262,Edgar Adolfo Velasco Sánchez,Aceite Premier,Alimentos,11595.38,2024-12-14
263,Doris Gaitán Lozano,Maíz Blanco,Granos,3083.54,2025-05-20
264,Patricia Rico,Cloro Clorox,Limpieza,15683.28,2025-01-30
265,Diego Jairo Hoyos Toro,Arveja Verde,Granos,12156.92,2025-03-13
266,Paola Nubia García,Fríjol Cargamanto,Granos,19328.96,2025-08-10
267,Fernando Becerra,Fríjol Cargamanto,Granos,20522.03,2025-05-04
268,Armando Castellanos Villamil,Lentejas Ramo,Granos,2410.81,2024-11-23
269,Vicente Gómez,Harina Pan,Alimentos,12636.52,2025-08-27
270,José Miranda,Atún Van Camps,Alimentos,25262.1,2025-01-02
271,Andrés Hernández,Suavitel,Limpieza,9660.28,2025-04-02
272,Ricardo Trujillo Camacho,Sal Refisal,Alimentos,25423.05,2024-11-22
273,José García,Gaseosa Postobón Manzana,Bebidas,18156.89,2025-09-06
274,Fernando Gómez,Lentejas Ramo,Granos,9027.48,2025-04-18
275,María María García López,Cloro Clorox,Limpieza,27550.11,2025-08-20
276,Andrés Alberto Bautista Vargas,Sal Refisal,Alimentos,14112.29,2025-03-29
277,David Herrera Carrillo,Agua Brisa con gas,Bebidas,8481.55,2025-05-10
278,Lucy Rodríguez,Arveja Verde,Granos,7842.2,2025-08-04
279,Mario Germán Velásquez Mena,Trigo Integral,Granos,26813.97,2024-11-26
280,Astrid Guerrero Cruz,Té Lipton Durazno,Bebidas,26573.35,2024-12-27
281,José Caicedo Fuentes,Azúcar Manuelita,Alimentos,22682.32,2025-06-18
282,Harold Harold Pérez,Maíz Blanco,Granos,27428.15,2025-06-24
283,Henry Ramírez,Harina Pan,Alimentos,10052.4,2025-07-17
284,Alexandra Diana Ospina,Desinfectante Fabuloso,Limpieza,16969.2,2025-01-03
285,Adriana María Fonseca Villegas,Arveja Verde,Granos,26861.99,2025-03-16
286,Fanny Tovar,Cloro Clorox,Limpieza,3680.34,2025-03-21
287,Eliecer Elmer Ochoa Mendoza,Maíz Pira,Granos,3284.13,2025-08-21
288,Andrés Martínez Ramírez,Lentejas Ramo,Granos,15604.78,2025-08-23
289,Mauricio Luis Marín Palacios,Agua Brisa con gas,Bebidas,17872.8,2024-12-05
290,Verónica Cortés López,Atún Van Camps,Alimentos,24302.66,2024-10-21
291,Alfonso José Sánchez Sánchez,Maíz Pira,Granos,11185.84,2025-04-21
292,Camilo Jorge Muñoz,Azúcar Manuelita,Alimentos,17436.67,2024-12-04
293,Ana Moreno,Coca-Cola,Bebidas,24990.41,2025-06-01
294,Juan López,Maíz Pira,Granos,6338.79,2025-01-06
295,Rosa Yurani Gómez Pérez,Coca-Cola,Bebidas,20912.91,2025-09-12
296,Adolfo Díaz,Harina Pan,Alimentos,29729.78,2024-10-26
297,Gallego Leandro Ávila,Agua Cristal,Bebidas,18377.21,2024-11-07
298,Omaira Vargas Rodríguez,Desinfectante Fabuloso,Limpieza,9867.16,2025-01-19
299,Federico Iván Padilla Barrios,Jugo Hit,Bebidas,9987.0,2025-07-01
300,Sandra Cano Patiño,Leche Alquería,Bebidas,22190.34,2025-05-07
301,David Álvarez Marín,Papel Higiénico Familia,Limpieza,3236.95,2025-03-07
302,Leidy Buitrago Durán,Sal Refisal,Alimentos,19345.92,2024-12-16
303,Sebastián Luis Martínez Muñoz,Aceite Premier,Alimentos,12581.75,2025-02-06
304,Adolfo Martínez,Jugo de Guayaba del Valle,Bebidas,16084.24,2025-05-05
305,Enrique Gilberto Ochoa,Coca-Cola,Bebidas,6136.44,2025-10-03
306,Alberto Córdoba,Suavitel,Limpieza,6322.86,2025-05-13
307,Octavio Rodríguez Giraldo,Lentejas La Constancia,Alimentos,5453.33,2025-07-15
308,Johana Ballesteros,Harina Pan,Alimentos,3874.79,2025-05-04
309,Felipe Escobar Rodríguez,Arveja Verde,Granos,9488.41,2025-05-28
310,Laura Cuéllar García,Leche Alquería,Bebidas,22396.93,2025-04-30
311,Silvia Rodríguez Gómez,Gaseosa Postobón Manzana,Bebidas,24703.38,2025-03-08
312,María Elizabeth Martínez Valencia,Sal Refisal,Alimentos,17776.64,2025-01-07
313,Rodolfo Víctor Rojas Álvarez,Trigo Integral,Granos,6047.73,2024-10-16
314,Frank Ceballos,Harina Pan,Alimentos,19602.66,2025-08-17
315,Teresa Alejandra Carvajal,Lavaloza Axion,Limpieza,8158.0,2025-07-11
316,Inés Velandia,Detergente Ariel,Limpieza,28556.08,2025-03-15
317,Fernanda Lilia Guerra Chaparro,Toallas de Cocina Scott,Limpieza,23185.52,2025-05-21
318,David Yesid García,Garbanzo,Granos,18854.73,2024-12-09
319,Eduardo Jairo Restrepo Ardila,Atún Van Camps,Alimentos,21707.7,2025-05-17
320,Antonio Mario Torres,Jabón Rey,Limpieza,14049.18,2025-03-11
321,Alfonso Bautista,Detergente Ariel,Limpieza,7907.83,2025-03-12
322,Cristina García Álvarez,Trigo Integral,Granos,2188.28,2025-01-25
323,Lucía Cano,Avena,Granos,15699.68,2025-02-20
324,Ferney José Delgado,Jugo de Guayaba del Valle,Bebidas,13019.24,2025-05-11
325,Enrique Brandon Martínez Cáceres,Lavaloza Axion,Limpieza,26289.3,2025-10-07
326,Santiago Trujillo Herrera,Aceite Premier,Alimentos,19164.9,2025-03-11
327,José Óscar Márquez,Desinfectante Fabuloso,Limpieza,12657.05,2025-04-10
328,Vicente Sánchez Castaño,Avena,Granos,2606.19,2024-10-18
329,Gloria Luisa López Hurtado,Lavaloza Axion,Limpieza,11907.79,2025-08-01
330,Angélica Bedoya,Gaseosa Postobón Manzana,Bebidas,7394.76,2025-03-12
331,Marlén Pineda,Fríjoles Diana,Alimentos,17030.42,2024-12-06
332,Ramón Jhon Acevedo,Desinfectante Fabuloso,Limpieza,16216.2,2024-10-19
333,Néstor Muñoz Medina,Fríjoles Diana,Alimentos,6497.42,2025-07-01
334,María Marina Córdoba Bonilla,Fríjoles Diana,Alimentos,7687.51,2024-12-11
335,Jorge Carlos Espitia Pabón,Agua Brisa con gas,Bebidas,2469.66,2024-12-08
336,Wilmer Juan Pabón Rodríguez,Gaseosa Postobón Manzana,Bebidas,13811.57,2025-04-16
